country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender
0,68.0,2,2,1,1,2,1200.0,650.0,1200.0,20.0,2,2,2,1,0,2,1,2,0,4,3,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
0,47.0,2,1,1,1,2,3000.0,3600.0,7200.0,7.0,2,1,0,1,0,2,1,4,3,3,4,0,1,3,1,1,4,2,1,0,9.0,2,3,1,2,3
0,43.0,2,1,1,1,2,2500.0,2800.0,10000.0,4.0,2,1,0,1,1,2,1,2,2,4,3,0,1,3,1,1,2,2,2,0,8.0,2,3,1,2,1
3,35.0,2,1,1,1,1,85.0,3000.0,6000.0,5.0,2,1,2,1,0,0,1,2,3,3,4,0,1,3,1,1,2,2,2,1,2.0,2,0,1,2,1
1,22.0,0,2,1,0,0,97.0,97.0,97.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,0,0,1,2,2,2,0,3.0,2,3,1,3,2
2,30.0,2,2,3,1,1,1120000.0,10080000.0,13440000.0,7.0,2,1,2,1,1,2,1,2,0,4,4,0,1,3,0,0,2,2,2,0,3.0,2,3,0,2,1
0,62.0,2,1,3,1,1,45000.0,480000.0,540000.0,5.0,2,1,0,1,0,1,2,2,2,3,4,1,1,3,1,1,2,1,2,0,10.0,1,2,1,2,1
3,43.0,2,1,1,1,2,1200.0,11400.0,14400.0,4.0,2,1,2,1,1,0,1,2,0,3,4,0,1,3,1,1,2,2,2,0,0.0,2,2,1,2,1
0,63.0,2,1,1,2,2,2000.0,30000.0,72000.0,2.0,2,2,2,1,0,2,2,2,0,4,4,0,0,3,1,1,2,2,2,0,3.0,2,3,1,2,1
2,67.0,2,2,1,2,2,5000.0,6000.0,60000.0,3.0,2,2,2,0,0,2,2,2,0,4,2,0,1,2,0,0,2,2,2,0,3.0,2,3,1,2,1
0,63.0,2,1,1,1,2,14000.0,7000.0,252000.0,15.0,2,1,2,1,1,0,1,1,2,3,4,0,1,3,1,1,1,2,1,0,3.0,2,2,1,4,3
3,27.0,1,1,1,2,2,10.0,360.0,660.0,2.0,2,1,2,1,0,2,1,2,3,4,4,0,1,3,1,1,2,2,2,1,3.0,2,3,1,2,1
0,35.0,2,1,3,1,2,9250.0,11000.0,243000.0,15.0,2,1,2,1,1,0,1,1,2,3,4,0,1,3,1,1,1,2,1,0,2.0,2,2,1,2,3
1,21.0,2,2,1,1,2,3000.0,12000.0,15000.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,0,3.0,2,3,0,3,2
0,50.0,0,1,3,1,1,12000.0,15000.0,25000.0,7.0,2,1,0,1,1,0,2,2,2,3,4,0,2,3,1,1,2,2,1,0,5.0,2,2,1,2,1
3,40.0,1,1,1,0,1,100.0,480.0,1440.0,10.0,2,1,2,1,0,2,1,2,3,1,3,0,1,3,1,1,2,2,2,0,1.0,2,3,1,2,1
3,32.0,2,1,1,0,0,50.0,600.0,1200.0,3.0,2,1,2,1,1,2,2,2,3,1,0,0,0,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,25.0,2,1,1,2,1,50000.0,9000.0,5475000.0,1.0,2,1,1,1,1,2,1,2,0,4,3,0,1,3,0,0,2,2,2,1,3.0,2,3,0,2,1
3,60.0,2,2,1,1,1,2000.0,18000.0,24000.0,20.0,2,1,2,1,0,2,1,2,0,3,4,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,28.0,0,1,1,2,1,350000.0,150000.0,350000.0,3.0,2,1,1,1,1,2,2,1,1,4,4,0,1,3,1,0,2,0,2,0,3.0,2,3,1,2,1
3,29.0,2,1,1,1,2,200.0,3600.0,18000.0,5.0,2,1,2,1,1,0,1,2,0,3,3,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,53.0,2,1,1,1,2,2500000.0,500000.0,100000.0,5.0,2,2,1,1,1,2,2,2,1,2,4,0,1,3,1,0,2,2,1,1,3.0,2,3,1,2,1
3,32.0,1,1,1,1,2,300.0,1440.0,10800.0,4.0,2,1,2,0,0,0,1,2,0,3,4,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
2,38.0,2,2,1,1,1,18000000.0,45000000.0,192000000.0,7.0,2,1,1,1,1,2,2,2,1,3,4,1,1,3,0,0,2,2,2,0,3.0,2,3,0,2,1
3,29.0,1,2,1,1,1,100.0,600.0,1800.0,2.0,2,1,2,1,0,2,1,2,0,3,4,0,1,3,1,1,2,2,2,1,1.0,2,3,1,2,1
1,67.0,2,2,1,1,2,800.0,250.0,1000.0,6.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,3,2
3,57.0,2,1,1,1,2,100.0,4200.0,6000.0,13.0,2,1,2,1,0,0,2,2,2,3,4,0,1,3,1,1,2,2,2,0,8.0,2,3,1,2,1
0,55.0,2,1,1,1,1,1700.0,10000.0,360000.0,7.0,2,2,2,1,1,0,2,2,2,3,3,0,2,3,1,1,2,2,2,0,9.0,2,3,1,2,1
1,22.0,2,1,1,2,2,97.0,97.0,97.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,1,2
0,56.0,2,1,1,0,2,3400.0,4000.0,7800.0,17.0,2,1,0,1,0,2,2,2,3,0,4,0,1,3,1,1,2,2,2,0,2.0,2,2,1,2,1
2,38.0,0,1,1,0,2,60000.0,30000.0,7000.0,5.0,2,2,2,1,0,2,1,2,0,2,4,0,1,3,1,0,2,2,2,0,3.0,2,3,0,3,2
2,39.0,1,2,1,0,0,150000.0,100000.0,1440000.0,15.0,2,1,1,1,1,2,2,2,1,2,2,0,1,0,0,0,2,2,2,0,3.0,2,3,0,2,1
3,45.0,2,1,1,2,1,300.0,1800.0,3600.0,4.0,2,1,2,1,0,0,2,2,3,3,3,0,1,3,1,1,2,2,2,0,2.0,2,2,1,2,1
0,37.0,2,1,1,2,2,6055.0,4000.0,6055.0,4.0,2,2,2,1,0,2,1,2,3,4,4,0,1,3,1,1,2,2,2,0,7.0,2,2,1,2,1
3,34.0,2,1,1,1,2,50.0,360.0,1800.0,10.0,2,1,2,1,0,0,1,2,3,3,4,0,1,3,1,1,2,2,2,1,2.0,2,4,1,2,1
0,40.0,2,1,1,1,2,12000.0,30000.0,45000.0,3.0,2,1,2,1,1,2,1,2,3,3,4,0,1,3,1,1,2,2,2,0,10.0,2,2,1,2,1
0,56.0,2,1,1,2,2,15000.0,4500.0,7800.0,2.0,2,1,0,1,1,0,2,2,2,3,4,0,2,3,1,1,4,2,1,0,7.0,2,2,1,2,1
1,59.0,1,1,1,0,2,450.0,200.0,450.0,13.0,2,1,2,1,0,2,2,2,0,3,4,0,1,2,1,1,2,2,2,0,3.0,2,3,0,3,2
0,45.0,2,1,3,1,2,10000.0,7822.0,15694.0,3.0,2,1,2,1,1,0,2,2,2,3,4,0,1,3,1,1,2,2,1,0,5.0,2,2,1,2,1
0,68.0,2,1,1,2,1,3000.0,2400.0,8600.0,7.0,2,1,2,1,1,1,1,2,2,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
3,28.0,1,1,1,1,1,500.0,72000.0,108000.0,30.0,2,1,2,1,0,0,1,2,0,3,4,1,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
0,40.0,1,1,3,1,1,176000.0,58100.0,70000.0,1.0,2,1,0,0,1,0,2,2,2,3,4,0,1,3,1,1,2,2,1,0,0.0,2,3,1,2,1
2,42.0,0,2,1,1,2,760000.0,4200000.0,9000000.0,7.0,2,2,1,1,1,0,2,2,0,3,4,0,1,3,1,0,2,2,2,0,3.0,2,3,0,2,1
0,69.0,1,1,1,1,1,32500.0,5700.0,32000.0,6.0,2,2,0,1,0,2,2,1,2,3,4,0,1,3,1,1,2,2,1,0,2.0,2,2,1,1,1
0,56.0,2,1,1,0,2,3000.0,300.0,800.0,6.0,2,1,2,1,0,0,2,2,3,0,4,0,1,3,1,1,2,2,1,0,10.0,2,2,1,2,1
2,36.0,2,1,1,1,1,45000.0,160000.0,18250000.0,4.0,2,1,1,1,0,2,2,2,1,3,4,0,1,3,1,0,2,2,3,1,3.0,2,3,1,2,1
1,63.0,2,2,1,2,2,100.0,50.0,160.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,3,2
0,57.0,1,2,3,1,2,1000.0,2000.0,2100.0,0.0,2,1,2,1,1,0,1,2,0,4,4,0,0,2,1,1,1,1,1,0,4.0,2,3,1,2,1
1,37.0,2,1,3,2,2,1500.0,1500.0,8000.0,4.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,3,3,1,1,3.0,2,3,0,3,2
2,40.0,0,2,1,0,0,500000.0,250000.0,500000.0,7.0,2,1,2,1,0,0,1,1,1,3,4,0,1,0,0,1,2,1,1,1,3.0,2,3,1,2,1
0,49.0,2,2,3,1,2,500.0,250.0,2000.0,8.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
0,49.0,2,1,3,1,1,7000.0,300000.0,400000.0,10.0,1,2,0,1,0,0,1,2,2,3,4,1,2,3,1,1,2,2,1,0,10.0,2,3,1,2,1
0,49.0,1,1,1,1,2,1000.0,500.0,2500.0,8.0,2,1,2,1,0,2,1,2,3,3,4,0,1,3,1,1,1,2,1,0,2.0,2,3,1,2,1
0,26.0,1,2,1,1,2,5000.0,9500.0,15000.0,3.0,2,1,2,1,1,0,2,2,2,3,4,0,0,3,1,1,2,2,2,0,5.0,2,3,1,4,3
0,53.0,2,1,3,1,2,3000.0,16000.0,18000.0,2.0,2,1,2,1,0,0,1,2,2,3,3,0,2,3,1,1,2,1,2,0,11.0,2,2,1,2,0
1,57.0,1,1,1,2,1,97.0,2000.0,3500.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,3,3,1,0,3.0,2,3,0,3,2
3,33.0,2,2,1,0,2,800.0,720.0,3600.0,0.0,2,1,2,1,0,2,1,2,0,1,4,0,1,3,1,1,2,2,2,1,5.0,2,3,1,2,1
0,48.0,2,1,1,2,2,1500.0,12848.0,38400.0,7.0,2,2,2,1,0,2,1,2,0,4,3,0,2,3,1,1,2,2,2,0,3.0,2,2,1,2,1
2,45.0,0,2,1,1,2,350000.0,2100000.0,4200000.0,20.0,2,1,1,1,1,2,2,2,1,3,4,0,1,3,1,0,2,2,1,1,3.0,2,3,0,2,1
3,49.0,2,2,1,1,1,510.0,1320.0,6120.0,15.0,2,1,2,1,0,2,2,2,2,3,4,0,2,3,1,1,2,2,2,1,0.0,1,2,1,2,1
2,24.0,1,2,0,0,0,30000.0,0.0,0.0,4.0,2,1,1,1,1,2,1,2,0,2,4,0,1,0,0,1,2,2,2,0,3.0,2,3,0,2,1
1,57.0,2,1,1,0,2,500.0,1000.0,2000.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,0,1,2,2,2,0,3.0,2,3,0,3,2
0,59.0,2,2,3,1,2,1680.0,700.0,1400.0,20.0,2,2,0,0,0,2,1,2,2,4,4,0,1,3,1,1,2,2,2,0,10.0,2,2,1,2,1
0,34.0,2,1,1,2,2,2600.0,850.0,2600.0,5.0,2,1,2,1,0,2,2,2,3,4,3,0,2,3,1,1,2,2,2,0,2.0,2,3,1,2,1
3,48.0,2,1,0,1,2,100.0,2500.0,3500.0,10.0,2,1,2,0,1,2,2,2,0,3,4,0,2,3,1,1,2,2,2,0,5.0,2,3,1,2,1
1,37.0,2,2,1,2,2,4000.0,500.0,3000.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,1,3.0,2,3,1,3,1
3,31.0,2,1,1,1,1,980.0,7200.0,7200.0,7.0,2,1,2,0,0,0,2,2,3,3,3,0,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,58.0,2,1,1,2,2,100.0,960.0,1800.0,6.0,2,1,2,1,0,2,2,2,3,4,3,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,44.0,0,2,1,0,0,60000.0,3000.0,6000.0,1.0,2,1,1,1,1,2,1,2,1,2,2,0,1,3,1,0,2,2,2,0,3.0,2,3,0,2,1
3,36.0,2,2,1,1,2,2400.0,3000.0,6000.0,6.0,2,1,2,0,1,2,2,2,3,3,3,0,1,3,1,1,2,2,2,0,0.0,1,2,1,2,1
0,33.0,2,2,3,1,2,2300.0,2500.0,4500.0,1.0,2,2,2,1,0,0,1,2,3,3,4,0,0,3,1,1,2,2,2,0,10.0,2,2,1,2,1
3,20.0,1,1,1,1,2,200.0,1800.0,3000.0,0.0,2,1,2,1,1,0,2,2,2,3,4,0,1,3,1,1,2,2,2,0,2.0,2,3,1,2,1
3,55.0,2,1,3,1,2,2000.0,18000.0,24000.0,19.0,2,1,2,1,1,2,1,2,2,3,4,0,1,3,1,1,2,2,2,1,4.0,2,2,1,2,1
2,38.0,2,1,1,1,0,220000.0,960000.0,2400000.0,4.0,2,2,1,0,1,2,1,2,1,3,4,0,1,0,1,0,2,2,2,0,3.0,2,3,1,2,1
2,37.0,0,1,3,1,1,15000000.0,10000000.0,15000000.0,18.0,1,1,1,1,1,1,2,1,1,3,4,1,1,3,1,0,1,1,1,1,3.0,1,3,0,2,1
2,26.0,2,1,1,1,1,300000.0,70000.0,80000.0,1.0,2,2,1,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,1,3.0,2,3,1,2,1
0,48.0,2,1,3,1,2,8500.0,10000.0,18500.0,4.0,2,1,0,1,1,2,2,2,2,3,4,0,1,3,1,1,1,1,1,0,6.0,2,2,1,4,1
0,42.0,2,2,3,1,1,6000.0,4000.0,5000.0,15.0,2,2,2,0,0,2,2,2,2,3,3,0,2,3,1,1,2,2,2,0,11.0,2,3,1,1,1
1,32.0,2,1,1,0,1,97.0,97.0,97.0,8.0,2,1,2,1,0,2,2,2,0,3,4,0,2,3,1,1,1,3,1,0,3.0,2,3,0,2,2
3,43.0,2,1,1,0,0,600.0,4800.0,7200.0,5.0,2,1,2,1,0,2,2,2,3,1,0,0,1,3,1,1,2,2,2,0,0.0,2,2,1,2,1
0,22.0,1,1,1,1,2,7000.0,2500.0,7000.0,1.0,2,2,0,1,1,0,2,2,2,4,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
3,28.0,2,1,1,1,0,60.0,960.0,1800.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,6.0,2,3,1,2,1
1,38.0,2,1,1,2,2,97.0,97.0,97.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,1,3.0,2,3,0,2,2
2,29.0,0,1,1,0,0,1200000.0,3500000.0,9000000.0,13.0,2,1,1,0,1,2,1,2,1,2,4,0,1,3,1,0,2,2,3,1,3.0,2,3,1,2,1
2,35.0,2,2,1,1,2,14000.0,2000.0,168000.0,2.0,2,2,1,1,0,2,1,2,0,4,4,0,1,3,0,1,2,2,2,1,3.0,2,3,1,2,1
1,46.0,2,1,3,1,1,8000.0,2000.0,70000.0,15.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,1,1,1,0,3.0,2,3,0,3,2
2,38.0,0,2,1,0,2,80000.0,15000.0,40000.0,10.0,2,1,1,1,0,0,2,2,0,2,4,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
0,38.0,2,2,1,2,2,1500.0,300.0,700.0,2.0,2,2,2,0,0,2,2,2,0,4,3,0,0,3,1,1,2,2,2,0,1.0,2,3,1,2,1
2,32.0,2,1,1,0,2,4000000.0,2000000.0,3600000.0,2.0,2,1,1,1,1,2,2,2,1,4,4,0,1,3,1,0,2,2,2,1,3.0,2,3,1,2,1
1,26.0,2,2,1,2,1,200.0,120.0,150.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,1,3,2
2,25.0,2,2,1,1,1,20000.0,14000.0,240000.0,4.0,2,2,1,0,1,2,1,2,0,3,3,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
3,40.0,2,1,1,1,2,600.0,3000.0,6000.0,5.0,2,1,2,0,1,2,2,2,3,3,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,38.0,1,2,3,1,1,14400000.0,960000.0,14400000.0,3.0,2,2,1,0,0,2,1,1,1,3,4,0,1,0,1,0,2,2,2,1,3.0,2,3,1,2,1
2,38.0,2,2,1,0,0,400000.0,350000.0,4800000.0,11.0,2,1,1,0,0,2,2,2,0,2,2,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
2,35.0,0,2,1,1,0,200000.0,9000.0,15000.0,23.0,2,1,1,1,0,0,1,2,1,2,4,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,0
2,30.0,1,1,1,0,1,120000.0,60000.0,120000.0,2.0,2,2,2,0,0,0,1,2,0,2,4,0,1,3,1,0,2,2,2,0,3.0,2,3,1,2,1
0,58.0,2,1,1,1,2,500.0,1700.0,2500.0,22.0,2,2,2,1,1,0,2,2,3,3,3,0,1,3,1,1,2,2,2,0,8.0,2,3,1,2,1
3,59.0,2,2,3,1,1,1200.0,2400.0,1440.0,25.0,2,1,2,1,0,0,2,2,0,3,4,0,2,3,1,1,2,2,2,0,0.0,2,3,1,2,1
1,33.0,2,1,1,2,2,1000.0,700.0,500.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,0,3.0,2,3,0,3,2
1,35.0,2,1,1,2,2,5500.0,3500.0,9000.0,6.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,3,2
3,23.0,2,1,1,2,2,60.0,6000.0,8640.0,2.0,2,1,2,0,0,0,1,2,0,4,3,0,1,3,1,1,2,2,2,1,3.0,2,3,1,2,1
1,28.0,1,2,1,2,2,500.0,100.0,500.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,0,3.0,2,3,1,3,2
3,38.0,2,1,1,1,2,2300.0,3000.0,6000.0,12.0,2,1,2,0,0,2,2,2,3,3,3,0,1,3,1,1,2,2,2,0,0.0,2,3,1,2,1
2,40.0,2,1,1,1,2,702000.0,6900000.0,8424000.0,1.0,2,1,2,0,0,2,1,3,1,3,4,0,1,3,1,0,1,2,2,0,3.0,2,3,1,2,1
2,30.0,1,2,1,1,1,300000.0,1000000.0,3600000.0,2.0,2,1,1,1,0,2,2,2,1,3,4,0,1,3,1,0,2,2,2,1,3.0,2,3,1,2,1
1,26.0,2,1,1,2,2,1100.0,8500.0,15000.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,1,3.0,2,3,1,3,2
2,36.0,2,2,3,1,1,3000000.0,20200000.0,36000000.0,18.0,2,1,1,1,1,0,2,2,1,3,4,0,1,3,1,0,3,2,1,1,3.0,2,3,0,2,1
2,32.0,2,1,1,1,1,720000.0,5280000.0,8640000.0,6.0,2,1,1,1,0,2,1,2,0,3,4,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
2,29.0,1,2,1,2,2,2000000.0,6000000.0,21600000.0,5.0,2,1,1,1,1,2,2,2,1,4,4,0,1,3,0,0,2,2,1,1,3.0,2,3,0,2,1
1,60.0,1,1,1,0,2,97.0,97.0,97.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,2,1,1,2,2,2,0,3.0,2,3,1,3,2
0,39.0,2,1,3,1,1,2000.0,4000.0,6000.0,0.0,2,2,2,1,0,0,1,2,2,3,4,0,0,3,1,1,2,2,2,0,4.0,2,2,1,2,1
3,42.0,2,2,1,1,2,30.0,480.0,600.0,4.0,2,1,2,1,1,2,1,2,0,3,4,0,1,3,1,1,2,2,2,1,0.0,2,2,1,2,1
3,40.0,2,1,1,1,1,400.0,1800.0,4800.0,3.0,2,1,2,1,0,2,2,2,0,4,3,0,1,3,1,1,2,2,2,0,7.0,2,3,1,2,1
0,23.0,0,2,1,2,2,1500.0,9500.0,20000.0,2.0,2,1,2,1,0,2,1,2,3,0,3,0,0,2,1,1,2,2,1,0,7.0,2,3,1,2,1
3,67.0,2,2,1,1,2,50.0,5000.0,5000.0,20.0,2,1,2,1,0,0,1,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,2,1
1,61.0,2,1,1,2,2,550.0,200.0,550.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,3,2
1,36.0,1,1,1,1,2,800.0,700.0,1500.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,2,2,2,1,3.0,2,3,1,3,2
0,37.0,2,2,3,1,2,2500.0,1600.0,5500.0,5.0,2,1,0,1,1,0,1,2,3,3,4,0,2,3,1,1,2,2,1,0,2.0,2,3,1,2,1
1,48.0,2,1,1,0,2,3500.0,1500.0,3500.0,7.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
3,31.0,2,1,1,2,2,350.0,3000.0,6000.0,1.0,2,1,2,0,0,2,2,2,3,4,3,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
2,28.0,0,2,1,0,0,50000.0,20000.0,50000.0,3.0,2,2,1,0,1,0,1,2,0,2,2,0,1,3,0,0,2,2,2,0,3.0,2,3,1,2,1
3,84.0,2,1,1,0,1,150.0,3600.0,6000.0,10.0,2,1,2,1,1,0,1,2,0,1,3,0,1,3,1,1,2,2,2,0,5.0,2,3,1,2,1
0,28.0,2,2,1,2,2,1000.0,400.0,600.0,1.0,2,1,2,1,0,2,2,2,0,4,4,0,0,3,1,1,2,2,2,0,11.0,2,3,1,4,1
1,26.0,2,2,1,0,0,12000.0,10000.0,22000.0,9.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,0,3,2
1,38.0,2,1,1,0,2,500.0,48.0,485.0,2.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,1,3,2
1,20.0,2,1,1,1,1,28000.0,350.0,4000.0,0.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,0,1,3,1,1,0,3.0,2,3,1,3,2
3,63.0,2,1,1,1,2,300.0,1200.0,900.0,15.0,2,1,2,1,1,1,1,2,3,3,3,0,1,3,1,1,2,2,2,1,0.0,2,3,1,2,1
1,35.0,2,2,1,1,1,5000.0,7000.0,12000.0,17.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,1,1,0
0,26.0,2,1,1,2,2,1000.0,1000.0,6000.0,4.0,2,1,2,1,1,0,1,2,0,4,4,0,1,3,1,1,1,2,2,0,3.0,2,3,1,2,1
1,30.0,1,0,1,1,2,97.0,97.0,97.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,0,3,1,1,2,2,2,0,3.0,2,3,1,1,2
0,43.0,2,1,1,1,2,4000.0,8500.0,600.0,15.0,2,1,0,1,1,0,2,1,3,3,4,0,1,2,1,1,2,2,2,0,0.0,2,2,1,2,3
0,47.0,2,1,1,1,2,3000.0,2300.0,3500.0,5.0,2,4,0,1,1,2,1,2,2,3,4,0,1,3,1,1,2,2,2,0,8.0,2,2,1,2,1
0,43.0,2,2,3,1,2,20000.0,10480.0,16600.0,5.0,2,2,2,1,1,2,1,2,3,3,4,0,1,3,1,1,2,2,2,0,10.0,2,2,1,2,1
0,33.0,1,2,1,2,2,2950.0,400.0,100.0,1.0,2,2,2,1,0,2,1,2,0,3,4,0,0,3,1,1,2,2,2,0,5.0,2,3,1,4,1
0,21.0,1,1,1,1,2,1500.0,36000.0,56000.0,2.0,2,2,0,1,1,2,1,2,3,3,4,0,0,3,1,1,2,2,2,0,2.0,2,3,1,2,1
0,67.0,1,2,1,2,1,500.0,45.0,70.0,25.0,2,2,2,0,0,2,1,2,0,4,3,0,1,2,1,1,2,2,2,0,10.0,2,2,1,2,1
3,24.0,1,1,1,2,2,80.0,240.0,1200.0,5.0,2,1,2,1,1,0,2,2,0,4,3,0,2,3,1,1,2,2,2,0,2.0,2,3,1,2,1
2,32.0,0,1,1,0,0,500000.0,100000.0,200000.0,7.0,2,2,1,0,1,2,1,2,1,2,2,0,1,0,1,1,2,2,2,1,3.0,2,3,1,2,1
1,48.0,2,1,1,1,1,2000.0,500.0,9000.0,20.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,2,2,2,0,3.0,2,3,0,3,0
1,79.0,2,1,1,0,2,97.0,97.0,80.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,1,2
1,29.0,2,1,1,2,0,3000.0,3100.0,6000.0,9.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
2,39.0,2,1,1,1,2,125000.0,81000.0,125000.0,2.0,2,2,1,0,0,0,2,2,0,4,4,0,1,3,0,0,2,2,2,1,3.0,2,3,1,2,1
3,39.0,1,2,1,0,0,450.0,2520.0,5400.0,6.0,2,1,2,1,0,1,2,2,0,1,0,0,1,3,1,1,2,2,2,0,5.0,2,3,1,2,1
2,26.0,1,1,1,0,2,900000.0,380000.0,900000.0,3.0,2,1,1,1,1,2,2,2,0,4,4,0,1,3,0,0,2,2,2,1,3.0,2,3,1,1,1
3,44.0,1,1,1,1,2,500.0,1800.0,8400.0,3.0,2,1,2,1,1,0,1,2,0,3,4,0,1,3,1,1,2,2,2,0,5.0,2,3,1,2,1
0,40.0,0,1,3,1,1,7000.0,400000.0,550000.0,9.0,2,2,0,1,1,2,2,2,2,3,4,0,1,3,1,1,2,2,1,0,7.0,1,2,1,2,1
0,43.0,2,2,1,2,1,200.0,3000.0,600.0,9.0,2,1,2,1,0,0,2,2,3,3,4,0,1,3,1,1,2,2,2,0,11.0,2,3,1,2,1
2,42.0,2,2,1,1,2,100000.0,50000.0,80000.0,1.0,2,2,1,1,0,2,2,2,1,3,4,0,1,3,0,0,2,2,2,1,3.0,2,3,0,2,1
0,60.0,1,1,3,1,1,4000.0,18000.0,36000.0,10.0,2,1,2,1,1,2,1,2,2,3,4,0,1,3,1,1,2,2,2,0,8.0,2,3,1,2,1
1,84.0,2,2,1,0,2,1450.0,150.0,97.0,5.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
1,26.0,0,1,1,0,0,2000.0,744.0,3500.0,1.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,0,1,2,2,2,0,3.0,2,3,0,3,2
0,36.0,2,2,1,2,2,10000.0,700.0,500.0,3.0,2,2,2,0,0,0,2,2,3,4,3,0,2,3,1,1,2,2,2,0,4.0,2,3,1,2,1
1,66.0,2,2,3,0,2,2000.0,692.0,2500.0,4.0,2,1,2,1,0,2,2,2,0,3,4,0,1,3,1,1,3,3,3,0,3.0,2,3,1,3,2
0,44.0,1,2,1,1,2,5000.0,50000.0,150000.0,7.0,2,1,0,1,1,1,1,2,2,3,4,0,1,2,1,1,2,2,2,0,3.0,2,2,1,1,1
